R4;piO:Simulado;piO:Modelado;piO:Diferença;piO:Porcentagem;
0,531;0,360597643;0,360626;0,000028357;0,0078635803;
0,53;0,360219204;0,360256;0,000036796;0,0102143696;
0,529;0,35985939;0,359887;0,00002761;0,0076721469;
0,528;0,359488653;0,359516;0,000027347;0,0076069049;
0,527;0,359108093;0,359145;0,000036907;0,0102768788;
0,526;0,358741644;0,358773;0,000031356;0,00874017;
0,525;0,35836203;0,358401;0,00003897;0,0108738867;
0,524;0,357995794;0,358028;0,000032206;0,0089957904;
0,523;0,357615122;0,357655;0,000039878;0,0111504727;
0,522;0,357248427;0,35728;0,000031573;0,0088374371;
0,521;0,356866107;0,356905;0,000038893;0,0108978914;
0,52;0,356497764;0,35653;0,000032236;0,0090420041;
0,519;0,356122097;0,356153;0,000030903;0,0086772653;
0,518;0,355737424;0,355777;0,000039576;0,0111244407;
0,517;0,355367335;0,355399;0,000031665;0,0089101012;
0,516;0,354981368;0,355021;0,000039632;0,0111639064;
0,515;0,354610561;0,354642;0,000031439;0,0088653892;
0,514;0,354223195;0,354262;0,000038805;0,0109543573;
0,513;0,353842774;0,353882;0,000039226;0,0110851002;
0,512;0,353477227;0,353501;0,000023773;0,0067252425;
0,511;0,353083155;0,35312;0,000036845;0,0104346744;
0,51;0,352712398;0,352738;0,000025602;0,0072583416;
0,509;0,352317569;0,352355;0,000037431;0,0106236575;
0,508;0,351948135;0,351971;0,000022865;0,0064964849;
0,507;0,351550308;0,351587;0,000036692;0,0104366529;
0,506;0,351178089;0,351202;0,000023911;0,0068085643;
0,505;0,35077946;0,350817;0,00003754;0,0107013083;
0,504;0,350408322;0,35043;0,000021678;0,0061863055;
0,503;0,350020021;0,350043;0,000022979;0,0065648375;
0,502;0,349632297;0,349656;0,000023703;0,0067791782;
0,501;0,349230489;0,349267;0,000036511;0,0104541535;
0,5;0,348857611;0,348879;0,000021389;0,0061309668;
0,499;0,34846641;0,348489;0,00002259;0,0064824807;
0,498;0,348061479;0,348099;0,000037521;0,0107794111;
0,497;0,347677898;0,347707;0,000029102;0,0083700408;
0,496;0,347276412;0,347316;0,000039588;0,0113989152;
0,495;0,34689351;0,346923;0,00002949;0,0085008066;
0,494;0,346490596;0,34653;0,000039404;0,0113716678;
0,493;0,346107061;0,346136;0,000028939;0,0083609361;
0,492;0,345702542;0,345742;0,000039458;0,0114132075;
0,491;0,345316731;0,345347;0,000030269;0,0087651917;
0,49;0,344911042;0,344951;0,000039958;0,0115843451;
0,489;0,344524916;0,344554;0,000029084;0,0084414134;
0,488;0,344117231;0,344157;0,000039769;0,0115561496;
0,487;0,343729111;0,343759;0,000029889;0,0086951322;
0,486;0,343320031;0,34336;0,000039969;0,0116412297;
0,485;0,342920957;0,34296;0,000039043;0,0113847745;
0,484;0,342531204;0,34256;0,000028796;0,008406472;
0,483;0,342119562;0,342159;0,000039438;0,0115268846;
0,482;0,341777146;0,341758;0,000019146;0,0056020528;
0,481;0,341318601;0,341355;0,000036399;0,0106636612;
0,48;0,340949798;0,340952;0,000002202;0,0006458408;
0,479;0,340511311;0,340548;0,000036689;0,0107740984;
0,478;0,340100775;0,340144;0,000043225;0,0127086606;
0,477;0,339702184;0,339738;0,000035816;0,0105427971;
0,476;0,339289209;0,339332;0,000042791;0,012611159;
0,475;0,338888953;0,338926;0,000037047;0,0109313021;
0,474;0,338475172;0,338518;0,000042828;0,0126524171;
0,473;0,338073796;0,33811;0,000036204;0,0107083311;
0,472;0,337657709;0,337701;0,000043291;0,0128201501;
0,471;0,337254646;0,337291;0,000036354;0,010778811;
0,47;0,336837747;0,336881;0,000043253;0,0128400761;
0,469;0,336433684;0,33647;0,000036316;0,0107938182;
0,468;0,336014346;0,336058;0,000043654;0,0129908633;
0,467;0,335608287;0,335645;0,000036713;0,0109386429;
0,466;0,335208456;0,335232;0,000023544;0,0070234425;
0,465;0,334778044;0,334817;0,000038956;0,0116356895;
0,464;0,334377275;0,334403;0,000025725;0,0076931097;
0,463;0,3339469;0,333987;0,0000401;0,0120071762;
0,462;0,333549275;0,33357;0,000020725;0,0062132817;
0,461;0,33311357;0,333153;0,00003943;0,0118361034;
0,46;0,332712541;0,332735;0,000022459;0,0067500437;
0,459;0,332276418;0,332316;0,000039582;0,0119116616;
0,458;0,331878851;0,331897;0,000018149;0,0054684123;
0,457;0,331437054;0,331477;0,000039946;0,0120516377;
0,456;0,331034247;0,331056;0,000021753;0,0065710075;
0,455;0,330593734;0,330634;0,000040266;0,0121791625;
0,454;0,330198856;0,330211;0,000012144;0,0036777162;
0,453;0,329748046;0,329788;0,000039954;0,0121157897;
0,452;0,329346424;0,329363;0,000016576;0,0050328717;
0,451;0,328898474;0,328939;0,000040526;0,0123209764;
0,45;0,328468937;0,328513;0,000044063;0,013413763;
0,449;0,328050988;0,328086;0,000035012;0,0106721616;
0,448;0,327614809;0,327659;0,000044191;0,0134877968;
0,447;0,327194633;0,327231;0,000036367;0,0111141735;
0,446;0,326757948;0,326802;0,000044052;0,0134806302;
0,445;0,326337072;0,326372;0,000034928;0,0107024711;
0,444;0,325897464;0,325942;0,000044536;0,0136647142;
0,443;0,325474713;0,32551;0,000035287;0,0108411148;
0,442;0,32503422;0,325078;0,00004378;0,013468444;
0,441;0,324610434;0,324645;0,000034566;0,0106478893;
0,44;0,324167181;0,324212;0,000044819;0,0138249349;
0,439;0,323741583;0,323777;0,000035417;0,0109392999;
0,438;0,323297442;0,323342;0,000044558;0,0137814049;
0,437;0,322870909;0,322906;0,000035091;0,0108678398;
0,436;0,322423965;0,322469;0,000045035;0,0139666588;
0,435;0,321995348;0,322031;0,000035652;0,0110715967;
0,434;0,321545806;0,321592;0,000046194;0,014365195;
0,433;0,321113195;0,321153;0,000039805;0,0123951721;
0,432;0,320665788;0,320712;0,000046212;0,0144102278;
0,431;0,320231085;0,320271;0,000039915;0,0124636597;
0,43;0,319782897;0,319829;0,000046103;0,0144159295;
0,429;0,319346977;0,319387;0,000040023;0,0125319778;
0,428;0,318903023;0,318943;0,000039977;0,0125350002;
0,427;0,318459292;0,318499;0,000039708;0,0124680063;
0,426;0,318006555;0,318053;0,000046445;0,0146039784;
0,425;0,317560687;0,317607;0,000046313;0,0145829207;
0,424;0,31712113;0,31716;0,00003887;0,0122563949;
0,423;0,316665524;0,316712;0,000046476;0,0146756076;
0,422;0,316224129;0,316264;0,000039871;0,0126076675;
0,421;0,315769281;0,315814;0,000044719;0,0141609195;
0,42;0,315329388;0,315364;0,000034612;0,0109758563;
0,419;0,314867246;0,314913;0,000045754;0,0145301477;
0,418;0,314427921;0,314461;0,000033079;0,0105198228;
0,417;0,313962494;0,314008;0,000045506;0,0144930376;
0,416;0,313520639;0,313554;0,000033361;0,0106402007;
0,415;0,313053682;0,313099;0,000045318;0,0144750638;
0,414;0,312612028;0,312644;0,000031972;0,0102268506;
0,413;0,312141938;0,312187;0,000045062;0,0144353392;
0,412;0,311697084;0,31173;0,000032916;0,0105596952;
0,411;0,311225919;0,311272;0,000046081;0,0148051901;
0,41;0,310782195;0,310813;0,000030805;0,0099115953;
0,409;0,310307273;0,310353;0,000045727;0,0147349531;
0,408;0,309860732;0,309892;0,000031268;0,0100904759;
0,407;0,309384272;0,30943;0,000045728;0,0147792325;
0,406;0,308928005;0,308967;0,000038995;0,0126218855;
0,405;0,308456164;0,308504;0,000047836;0,015506998;
0,404;0,307999378;0,30804;0,000040622;0,013188118;
0,403;0,307526228;0,307574;0,000047772;0,0155330783;
0,402;0,307069159;0,307108;0,000038841;0,0126481421;
0,401;0,306593002;0,306641;0,000047998;0,015654057;
0,4;0,306133259;0,306173;0,000039741;0,012980759;
0,399;0,305655696;0,305704;0,000048304;0,0158021539;
0,398;0,305195359;0,305234;0,000038641;0,0126602692;
0,397;0,30471532;0,304764;0,00004868;0,015974291;
0,396;0,304252345;0,304292;0,000039655;0,0130327396;
0,395;0,303770886;0,303819;0,000048114;0,0158376567;
0,394;0,303307755;0,303346;0,000038245;0,0126085101;
0,393;0,302823067;0,302872;0,000048933;0,0161576353;
0,392;0,302357335;0,302396;0,000038665;0,0127870316;
0,391;0,301871209;0,30192;0,000048791;0,016161547;
0,39;0,301391313;0,301443;0,000051687;0,0171479954;
0,389;0,300918532;0,300965;0,000046468;0,0154408611;
0,388;0,300433811;0,300486;0,000052189;0,0173697053;
0,387;0,299959032;0,300006;0,000046968;0,0156569125;
0,386;0,299472896;0,299525;0,000052104;0,0173970561;
0,385;0,298996568;0,299043;0,000046432;0,0155280695;
0,384;0,29850783;0,29856;0,00005217;0,0174754014;
0,383;0,298029251;0,298076;0,000046749;0,015684814;
0,382;0,297539329;0,297591;0,000051671;0,0173645998;
0,381;0,297059242;0,297106;0,000046758;0,015739056;
0,38;0,296566634;0,296619;0,000052366;0,0176558558;
0,379;0,296084189;0,296131;0,000046811;0,0158087806;
0,378;0,295590461;0,295643;0,000052539;0,0177726747;
0,377;0,295106616;0,295153;0,000046384;0,0157164742;
0,376;0,294610017;0,294663;0,000052983;0,0179824966;
0,375;0,294124033;0,294171;0,000046967;0,0159671584;
0,374;0,293644607;0,293679;0,000034393;0,0117117717;
0,373;0,293135659;0,293185;0,000049341;0,016830722;
0,372;0,29265504;0,292691;0,00003596;0,0122867492;
0,371;0,292145276;0,292195;0,000049724;0,0170188508;
0,37;0,291667472;0,291699;0,000031528;0,010808986;
0,369;0,291151576;0,291201;0,000049424;0,0169739096;
0,368;0,290669592;0,290703;0,000033408;0,0114928018;
0,367;0,290153274;0,290203;0,000049726;0,0171363703;
0,366;0,289679902;0,289703;0,000023098;0,0079733109;
0,365;0,289151736;0,289202;0,000050264;0,0173817499;
0,364;0,28867026;0,288699;0,00002874;0,0099555006;
0,363;0,288145352;0,288196;0,000050648;0,0175756953;
0,362;0,287636498;0,287691;0,000054502;0,0189464262;
0,361;0,28713574;0,287186;0,00005026;0,0175023846;
0,36;0,286628753;0,286679;0,000050247;0,0175288053;
0,359;0,286118291;0,286172;0,000053709;0,0187698449;
0,358;0,285616749;0,285663;0,000046251;0,016192067;
0,357;0,285099828;0,285154;0,000054172;0,0189992587;
0,356;0,284595958;0,284643;0,000047042;0,0165280325;
0,355;0,284077677;0,284132;0,000054323;0,0191207585;
0,354;0,283572477;0,283619;0,000046523;0,0164046894;
0,353;0,283050877;0,283105;0,000054123;0,0191194695;
0,352;0,28254303;0,28259;0,00004697;0,0166226349;
0,351;0,282020326;0,282075;0,000054674;0,0193846669;
0,35;0,281510966;0,281558;0,000047034;0,0167063017;
0,349;0,280985278;0,28104;0,000054722;0,0194731455;
0,348;0,280473517;0,280521;0,000047483;0,0169281512;
0,347;0,279946315;0,280001;0,000054685;0,0195321947;
0,346;0,27943345;0,27948;0,00004655;0,0166573197;
0,345;0,27890271;0,278958;0,00005529;0,0198221524;
0,344;0,278378123;0,278434;0,000055877;0,0200703245;
0,343;0,277859314;0,27791;0,000050686;0,0182399419;
0,342;0,277328062;0,277385;0,000056938;0,0205288117;
0,341;0,276806789;0,276858;0,000051211;0,0184989188;
0,34;0,276274099;0,276331;0,000056901;0,0205937296;
0,339;0,275750878;0,275802;0,000051122;0,0185374792;
0,338;0,275215376;0,275272;0,000056624;0,0205723155;
0,337;0,27468994;0,274742;0,00005206;0,0189504818;
0,336;0,274152644;0,27421;0,000057356;0,0209190034;
0,335;0,273625163;0,273677;0,000051837;0,0189427353;
0,334;0,273085186;0,273142;0,000056814;0,0208023333;
0,333;0,272555265;0,272607;0,000051735;0,0189796702;
0,332;0,272013618;0,272071;0,000057382;0,0210930426;
0,331;0,271481934;0,271533;0,000051066;0,0188083225;
0,33;0,27093727;0,270995;0,00005773;0,0213052454;
0,329;0,270402903;0,270455;0,000052097;0,0192645794;
0,328;0,26985834;0,269914;0,00005566;0,0206235095;
0,327;0,269328114;0,269373;0,000044886;0,0166645284;
0,326;0,268772989;0,268829;0,000056011;0,0208373485;
0,325;0,268239899;0,268285;0,000045101;0,0168122673;
0,324;0,267683463;0,26774;0,000056537;0,0211186113;
0,323;0,267150656;0,267193;0,000042344;0,0158489764;
0,322;0,266588996;0,266646;0,000057004;0,0213804422;
0,321;0,266052602;0,266097;0,000044398;0,0166862851;
0,32;0,265490313;0,265547;0,000056687;0,0213495356;
0,319;0,264956292;0,264996;0,000039708;0,0149854999;
0,318;0,26438669;0,264444;0,00005731;0,0216742338;
0,317;0,263833366;0,26389;0,000056634;0,0214635181;
0,316;0,263274832;0,263336;0,000061168;0,0232308172;
0,315;0,262722557;0,26278;0,000057443;0,0218621201;
0,314;0,262187464;0,262223;0,000035536;0,0135527425;
0,313;0,261605819;0,261665;0,000059181;0,0226196447;
0,312;0,261053973;0,261106;0,000052027;0,0199276094;
0,311;0,26048567;0,260545;0,00005933;0,0227740912;
0,31;0,259931287;0,259983;0,000051713;0,0198928944;
0,309;0,259361053;0,259421;0,000059947;0,0231106684;
0,308;0,258804776;0,258857;0,000052224;0,0201768809;
0,307;0,258231316;0,258291;0,000059684;0,0231099405;
0,306;0,257672133;0,257725;0,000052867;0,020515054;
0,305;0,25709718;0,257157;0,00005982;0,0232647599;
0,304;0,25653726;0,256588;0,00005074;0,0197768475;
0,303;0,255957725;0,256018;0,000060275;0,0235460382;
0,302;0,255394759;0,255447;0,000052241;0,020452909;
0,301;0,254813832;0,254874;0,000060168;0,0236097455;
0,3;0,254249236;0,2543;0,000050764;0,019964242;
0,299;0,253664697;0,253725;0,000060303;0,0237698954;
0,298;0,253097104;0,253149;0,000051896;0,0205022812;
0,297;0,252508495;0,252572;0,000063505;0,0251464868;
0,296;0,251933581;0,251993;0,000059419;0,0235824036;
0,295;0,251349396;0,251413;0,000063604;0,0253018127;
0,294;0,250771931;0,250832;0,000060069;0,0239507692;
0,293;0,250185539;0,250249;0,000063461;0,0253623581;
0,292;0,24960571;0,249665;0,00005929;0,0237506422;
0,291;0,249016378;0,24908;0,000063622;0,0255460601;
0,29;0,248434029;0,248494;0,000059971;0,0241366945;
0,289;0,247842407;0,247907;0,000064593;0,0260587301;
0,288;0,247257681;0,247318;0,000060319;0,0243922224;
0,287;0,246663039;0,246728;0,000064961;0,0263324604;
0,286;0,246075518;0,246136;0,000060482;0,0245756134;
0,285;0,245478815;0,245543;0,000064185;0,0261434413;
0,284;0,244888828;0,244949;0,000060172;0,0245681311;
0,283;0,244289131;0,244354;0,000064869;0,0265506648;
0,282;0,243696644;0,243758;0,000061356;0,0251740344;
0,281;0,243112913;0,24316;0,000047087;0,019366491;
0,28;0,242497437;0,24256;0,000062563;0,0257961203;
0,279;0,241909912;0,24196;0,000050088;0,0207030852;
0,278;0,241294535;0,241358;0,000063465;0,0262984219;
0,277;0,240688204;0,240755;0,000066796;0,0277482367;
0,276;0,240086905;0,24015;0,000063095;0,0262766145;
0,275;0,239500581;0,239544;0,000043419;0,0181273317;
0,274;0,238873326;0,238937;0,000063674;0,0266524169;
0,273;0,238261612;0,238329;0,000067388;0,0282791974;
0,272;0,237654896;0,237719;0,000064104;0,0269699285;
0,271;0,23704014;0,237108;0,00006786;0,0286239655;
0,27;0,236430604;0,236495;0,000064396;0,027233036;
0,269;0,235813461;0,235881;0,000067539;0,0286367577;
0,268;0,235201407;0,235266;0,000064593;0,0274590754;
0,267;0,234581111;0,234649;0,000067889;0,0289363357;
0,266;0,233966256;0,234031;0,000064744;0,0276685383;
0,265;0,233344514;0,233412;0,000067486;0,028917004;
0,264;0,232728595;0,232791;0,000062405;0,0268109015;
0,263;0,232101058;0,232169;0,000067942;0,02926831;
0,262;0,231482286;0,231545;0,000062714;0,0270886844;
0,261;0,230852361;0,23092;0,000067639;0,029295387;
0,26;0,230231208;0,230294;0,000062792;0,0272697342;
0,259;0,229597729;0,229666;0,000068271;0,02973063;
0,258;0,228973374;0,229037;0,000063626;0,0277836502;
0,257;0,228337812;0,228406;0,000068188;0,0298583137;
0,256;0,227711129;0,227774;0,000062871;0,0276061702;
0,255;0,227071831;0,227141;0,000069169;0,0304566473;
0,254;0,226437029;0,226506;0,000068971;0,0304546027;
0,253;0,225806559;0,225869;0,000062441;0,027648607;
0,252;0,225162443;0,225232;0,000069557;0,0308871484;
0,251;0,224528871;0,224592;0,000063129;0,028112254;
0,25;0,223881371;0,223952;0,000070629;0,0315425355;
0,249;0,223242775;0,22331;0,000067225;0,0301084234;
0,248;0,222595243;0,222666;0,000070757;0,0317822407;
0,247;0,221953676;0,222021;0,000067324;0,0303278559;
0,246;0,22130348;0,221374;0,00007052;0,0318606675;
0,245;0,220659289;0,220726;0,000066711;0,0302280124;
0,244;0,220005626;0,220077;0,000071374;0,0324366361;
0,243;0,219358098;0,219426;0,000067902;0,0309500733;
0,242;0,218701993;0,218774;0,000072007;0,0329192921;
0,241;0,21805192;0,21812;0,00006808;0,0312170485;
0,24;0,217392174;0,217464;0,000071826;0,0330343706;
0,239;0,216738917;0,216807;0,000068083;0,0314075153;
0,238;0,216076581;0,216149;0,000072419;0,0335098167;
0,237;0,215420618;0,215489;0,000068382;0,0317384422;
0,236;0,214754668;0,214827;0,000072332;0,0336755525;
0,235;0,214095479;0,214164;0,000068521;0,0319997587;
0,234;0,213428043;0,2135;0,000071957;0,0337091935;
0,233;0,21277165;0,212834;0,00006235;0,0292994231;
0,232;0,212093734;0,212166;0,000072266;0,0340668672;
0,231;0,211433557;0,211497;0,000063443;0,0300016156;
0,23;0,210753703;0,210826;0,000072297;0,0342981408;
0,229;0,210095587;0,210154;0,000058413;0,0277991945;
0,228;0,209407126;0,20948;0,000072874;0,0347940987;
0,227;0,208743125;0,208805;0,000061875;0,0296373023;
0,226;0,208054515;0,208128;0,000073485;0,0353138334;
0,225;0,207373329;0,207449;0,000075671;0,0364835713;
0,224;0,206695247;0,206769;0,000073753;0,0356756361;
0,223;0,206010976;0,206087;0,000076024;0,0368960803;
0,222;0,205330085;0,205404;0,000073915;0,0359916563;
0,221;0,204642403;0,204719;0,000076597;0,0374226781;
0,22;0,203957897;0,204032;0,000074103;0,0363258995;
0,219;0,203267221;0,203344;0,000076779;0,0377653129;
0,218;0,202578654;0,202654;0,000075346;0,0371865393;
0,217;0,201892181;0,201963;0,000070819;0,0350714827;
0,216;0,201193645;0,20127;0,000076355;0,0379437999;
0,215;0,200503575;0,200575;0,000071425;0,0356164624;
0,214;0,199802417;0,199879;0,000076583;0,0383220219;
0,213;0,199109755;0,199181;0,000071245;0,0357753722;
0,212;0,198404282;0,198481;0,000076718;0,0386600378;
0,211;0,197707985;0,19778;0,000072015;0,0364182998;
0,21;0,196999767;0,197077;0,000077233;0,0391969314;
0,209;0,196301206;0,196372;0,000070794;0,036057464;
0,208;0,195588322;0,195666;0,000077678;0,0397071652;
0,207;0,194885634;0,194958;0,000072366;0,0371256543;
0,206;0,194170386;0,194248;0,000077614;0,0399641226;
0,205;0,193465557;0,193537;0,000071443;0,0369212031;
0,204;0,192745396;0,192824;0,000078604;0,0407729456;
0,203;0,192036592;0,192109;0,000072408;0,0376982069;
0,202;0,191315129;0,191392;0,000076871;0,0401722331;
0,201;0,190594075;0,190674;0,000079925;0,0419258812;
0,2;0,189876367;0,189954;0,000077633;0,0408777216;
0,199;0,189151981;0,189232;0,000080019;0,0422951309;
0,198;0,188431206;0,188509;0,000077794;0,0412765732;
0,197;0,187703053;0,187784;0,000080947;0,0431157343;
0,196;0,186978475;0,187057;0,000078525;0,0419879959;
0,195;0,186246951;0,186328;0,000081049;0,0435074874;
0,194;0,185518999;0,185598;0,000079001;0,0425747137;
0,193;0,184783952;0,184865;0,000081048;0,0438513349;
0,192;0,184052219;0,184131;0,000078781;0,0427944545;
0,191;0,18331366;0,183396;0,00008234;0,0449074617;
0,19;0,182578597;0,182658;0,000079403;0,0434803087;
0,189;0,181836375;0,181919;0,000082625;0,045428882;
0,188;0,181097603;0,181177;0,000079397;0,0438324958;
0,187;0,18035172;0,180434;0,00008228;0,0456115613;
0,186;0,179608149;0,17969;0,000081851;0,045561604;
0,185;0,178859336;0,178943;0,000083664;0,0467654856;
0,184;0,178112519;0,178195;0,000082481;0,0462976477;
0,183;0,177360089;0,177444;0,000083911;0,0472999058;
0,182;0,176609715;0,176692;0,000082285;0,0465805834;
0,181;0,17585359;0,175938;0,00008441;0,0479886401;
0,18;0,17509933;0,175182;0,00008267;0,047202059;
0,179;0,17433952;0,174425;0,00008548;0,0490187477;
0,178;0,173581808;0,173665;0,000083192;0,0479151993;
0,177;0,172818101;0,172903;0,000084899;0,0491141557;
0,176;0,172056399;0,17214;0,000083601;0,0485774983;
0,175;0,171288996;0,171375;0,000086004;0,0501972784;
0,174;0,170523621;0,170608;0,000084379;0,0494700548;
0,173;0,169752413;0,169839;0,000086587;0,0509948112;
0,172;0,168983109;0,169068;0,000084891;0,0502237666;
0,171;0,168208053;0,168295;0,000086947;0,0516767971;
0,17;0,167433523;0,16752;0,000086477;0,0516352234;
0,169;0,166659525;0,166743;0,000083475;0,0500746058;
0,168;0,165877545;0,165965;0,000087455;0,0527087327;
0,167;0,165099468;0,165184;0,000084532;0,0511875454;
0,166;0,164313914;0,164401;0,000087086;0,052985731;
0,165;0,163532104;0,163617;0,000084896;0,0519004937;
0,164;0,162742289;0,16283;0,000087711;0,0538811213;
0,163;0,161956342;0,162042;0,000085658;0,0528755792;
0,162;0,161162873;0,161251;0,000088127;0,0546670025;
0,161;0,160373299;0,160459;0,000085701;0,0534241722;
0,16;0,159575319;0,159664;0,000088681;0,0555576928;
0,159;0,158781557;0,158868;0,000086443;0,054426646;
0,158;0,157979875;0,158069;0,000089125;0,0563995047;
0,157;0,157182466;0,157268;0,000085534;0,0544022091;
0,156;0,156376216;0,156466;0,000089784;0,057398903;
0,155;0,15557445;0,155661;0,00008655;0,0556170578;
0,154;0,154763949;0,154855;0,000091051;0,0588148757;
0,153;0,153956927;0,154046;0,000089073;0,0578390607;
0,152;0,153143896;0,153235;0,000091104;0,0594714592;
0,151;0,152332572;0,152422;0,000089428;0,0586885371;
0,15;0,151515639;0,151607;0,000091361;0,0602798922;
0,149;0,150700295;0,15079;0,000089705;0,0595077198;
0,148;0,149878931;0,149971;0,000092069;0,0614100525;
0,147;0,149059286;0,14915;0,000090714;0,0608391517;
0,146;0,148233911;0,148326;0,000092089;0,0621048204;
0,145;0,147410197;0,147501;0,000090803;0,0615798931;
0,144;0,146580289;0,146673;0,000092711;0,0632292994;
0,143;0,145752258;0,145844;0,000091742;0,0629239899;
0,142;0,144918242;0,145012;0,000093758;0,0646762472;
0,141;0,144086029;0,144178;0,000091971;0,0638102508;
0,14;0,143247468;0,143342;0,000094532;0,0659703238;
0,139;0,142410714;0,142503;0,000092286;0,0647817184;
0,138;0,141568604;0,141663;0,000094396;0,0666564032;
0,137;0,14072452;0,14082;0,00009548;0,0678258629;
0,136;0,139880342;0,139975;0,000094658;0,0676478064;
0,135;0,139040139;0,139128;0,000087861;0,0631711456;
0,134;0,138183467;0,138279;0,000095533;0,0691110088;
0,133;0,137330537;0,137427;0,000096463;0,0702168181;
0,132;0,136477491;0,136573;0,000095509;0,0699570249;
0,131;0,135620156;0,135717;0,000096844;0,0713827781;
0,13;0,134762713;0,134859;0,000096287;0,0714237729;
0,129;0,133900852;0,133998;0,000097148;0,07252588;
0,128;0,133038785;0,133136;0,000097215;0,0730459874;
0,127;0,132172406;0,13227;0,000097594;0,0738111572;
0,126;0,131305888;0,131403;0,000097112;0,0739312634;
0,125;0,130434897;0,130533;0,000098103;0,0751839603;
0,124;0,129563657;0,129662;0,000098343;0,075874434;
0,123;0,128688104;0,128787;0,000098896;0,0768198544;
0,122;0,127811838;0,127911;0,000099162;0,0775542777;
0,121;0,126935039;0,127032;0,000096961;0,0763571528;
0,12;0,126051051;0,126151;0,000099949;0,0792610525;
0,119;0,125169413;0,125267;0,000097587;0,0779335551;
0,118;0,124280999;0,124381;0,000100001;0,0804312685;
0,117;0,123395158;0,123493;0,000097842;0,0792601806;
0,116;0,122501349;0,122602;0,000100651;0,0821294368;
0,115;0,121610315;0,121709;0,000098685;0,0811156319;
0,114;0,120712261;0,120813;0,000100739;0,0834190176;
0,113;0,119817085;0,119916;0,000098915;0,082520942;
0,112;0,118913462;0,119015;0,000101538;0,0853517054;
0,111;0,118012946;0,118112;0,000099054;0,0838996486;
0,11;0,117105053;0,117207;0,000101947;0,0870181441;
0,109;0,116200774;0,1163;0,000099226;0,0853554148;
0,108;0,115286749;0,11539;0,000103251;0,0895200756;
0,107;0,11437699;0,114477;0,00010001;0,0874007047;
0,106;0,113459176;0,113562;0,000102824;0,0905853822;
0,105;0,112540419;0,112645;0,000104581;0,0928843443;
0,104;0,111621057;0,111725;0,000103943;0,0930779808;
0,103;0,110697348;0,110802;0,000104652;0,0944941833;
0,102;0,109773081;0,109877;0,000103919;0,0946223189;
0,101;0,10884427;0,10895;0,00010573;0,0970916269;
0,1;0,107914845;0,10802;0,000105155;0,0973951193;
0,099;0,106980984;0,107087;0,000106016;0,0990489078;
0,098;0,106046526;0,106152;0,000105474;0,0994106811;
0,097;0,105107526;0,105214;0,000106474;0,1012487899;
0,096;0,104167818;0,104274;0,000106182;0,1018816675;
0,095;0,103223699;0,103331;0,000107301;0,1038959661;
0,094;0,102278835;0,102386;0,000107165;0,1047224356;
0,093;0,101329536;0,101437;0,000107464;0,1059977668;
0,092;0,100379327;0,100487;0,000107673;0,1072086114;
0,091;0,099424809;0,099533;0,000108191;0,1087577316;
0,09;0,098468959;0,098577;0,000108041;0,1096607112;
0,089;0,097509986;0,097619;0,000109014;0,1117353216;
0,088;0,096548349;0,096657;0,000108651;0,1124720413;
0,087;0,09558346;0,095694;0,00011054;0,1155807903;
0,086;0,094617105;0,094727;0,000109895;0,1160796635;
0,085;0,093646806;0,093757;0,000110194;0,1176005999;
0,084;0,092674959;0,092785;0,000110041;0,1186682027;
0,083;0,091699281;0,091811;0,000111719;0,1217577559;
0,082;0,090722017;0,090833;0,000110983;0,1222582574;
0,081;0,089740855;0,089853;0,000112145;0,1248873465;
0,08;0,088758025;0,08887;0,000111975;0,1260780781;
0,079;0,087771369;0,087884;0,000112631;0,1282408851;
0,078;0,086783031;0,086895;0,000111969;0,1289385875;
0,077;0,0857908;0,085904;0,0001132;0,1318618852;
0,076;0,084796791;0,08491;0,000113209;0,1334171713;
0,075;0,083798987;0,083913;0,000114013;0,1359628516;
0,074;0,082799944;0,082913;0,000113056;0,1364480013;
0,073;0,081796051;0,081911;0,000114949;0,1404325584;
0,072;0,080791036;0,080905;0,000113964;0,140960784;
0,071;0,079781492;0,079897;0,000115508;0,144675715;
0,07;0,078770901;0,078886;0,000115099;0,1460120036;
0,069;0,077755499;0,077871;0,000115501;0,1484335903;
0,068;0,076738957;0,076854;0,000115043;0,1498024418;
0,067;0,075717865;0,075835;0,000117135;0,1545797237;
0,066;0,07469564;0,074812;0,00011636;0,1556575972;
0,065;0,073668556;0,073786;0,000117444;0,1592951797;
0,064;0,072640278;0,072757;0,000116722;0,1605559631;
0,063;0,071607423;0,071726;0,000118577;0,1654561756;
0,062;0,070573421;0,070691;0,000117579;0,1664665443;
0,061;0,069534404;0,069653;0,000118596;0,170411972;
0,06;0,068494233;0,068613;0,000118767;0,1732468775;
0,059;0,067449695;0,067569;0,000119305;0,1767236752;
0,058;0,0664022;0,066522;0,0001198;0,1802531067;
0,057;0,0653525;0,065473;0,0001205;0,1842148511;
0,056;0,064299337;0,06442;0,000120663;0,1874823205;
0,055;0,063242727;0,063364;0,000121273;0,1915743387;
0,054;0,062183443;0,062305;0,000121557;0,1952904174;
0,053;0,061121048;0,061243;0,000121952;0,1993265211;
0,052;0,060055907;0,060178;0,000122093;0,2030924604;
0,051;0,058986917;0,05911;0,000123083;0,2084440528;
0,05;0,057915551;0,058038;0,000122449;0,2112035361;
