time;density;r4
0.0;0.029856384729406056;0.009999999999999247;
0.01;0.03455547253940531;0.009999999999999247;
0.02;0.039256662446456585;0.009999999999999247;
0.03;0.044017311670122114;0.009999999999999247;
0.04;0.048681264429394765;0.009999999999999247;
0.05;0.05338785972886552;0.009999999999999247;
0.06;0.0579917525723662;0.009999999999999247;
0.07;0.06262297267754312;0.009999999999999247;
0.08;0.0672148535378894;0.009999999999999247;
0.09;0.0717691969508782;0.009999999999999247;
0.1;0.07628330022029978;0.009999999999999247;
0.11;0.08076376993688905;0.009999999999999247;
0.12;0.08520279831159566;0.009999999999999247;
0.13;0.08965714196482412;0.009999999999999247;
0.14;0.09410938352100057;0.009999999999999247;
0.15;0.0984532169292086;0.009999999999999247;
0.16;0.1028375907805627;0.009999999999999247;
0.17;0.10716851130687975;0.009999999999999247;
0.18;0.11156039264770536;0.009999999999999247;
0.19;0.11586939130476565;0.009999999999999247;
0.2;0.12014956120225538;0.009999999999999247;
0.21;0.12443393529384915;0.009999999999999247;
0.22;0.12865824946967094;0.009999999999999247;
0.23;0.1329173983966405;0.009999999999999247;
0.24;0.13708946044574066;0.009999999999999247;
0.25;0.14128915005609596;0.009999999999999247;
0.26;0.1454630139026693;0.009999999999999247;
0.27;0.1495999409010429;0.009999999999999247;
0.28;0.15373266370531244;0.009999999999999247;
0.29;0.15783235355590738;0.009999999999999247;
0.3;0.1618731846890458;0.009999999999999247;
0.31;0.16593233409649466;0.009999999999999247;
0.32;0.16998247451657775;0.009999999999999247;
0.33;0.17402060295350644;0.009999999999999247;
0.34;0.17805392659717337;0.009999999999999247;
0.35000000000000003;0.18205541848548115;0.009999999999999247;
0.36;0.18601246603611768;0.009999999999999247;
0.37;0.1899755195783314;0.009999999999999247;
0.38;0.19393617072391423;0.009999999999999247;
0.39;0.19778601132489776;0.009999999999999247;
0.4;0.2016730890736599;0.009999999999999247;
0.41000000000000003;0.2054995063074924;0.009999999999999247;
0.42;0.20936256008994578;0.009999999999999247;
0.43;0.21321089919303501;0.009999999999999247;
0.44;0.217046926013391;0.009999999999999247;
0.45;0.22084601598554723;0.009999999999999247;
0.46;0.22463369457370677;0.009999999999999247;
0.47000000000000003;0.22838683871029744;0.009999999999999247;
0.48;0.23213367655573205;0.009999999999999247;
0.49;0.23584087485675714;0.009999999999999247;
0.5;0.23957690191735279;0.009999999999999247;
0.51;0.24328349961922016;0.009999999999999247;
0.52;0.24695346077246663;0.009999999999999247;
0.53;0.2506297282168692;0.009999999999999247;
0.54;0.2542083982981423;0.009999999999999247;
0.55;0.2578369181095061;0.009999999999999247;
0.56;0.2614453178490863;0.009999999999999247;
0.5700000000000001;0.2650387026097235;0.009999999999999247;
0.58;0.2686711263156125;0.009999999999999247;
0.59;0.2722452919032027;0.009999999999999247;
0.6;0.27580774580721734;0.009999999999999247;
0.61;0.2793350646605054;0.009999999999999247;
0.62;0.28290202305820294;0.009999999999999247;
0.63;0.28635126402098743;0.009999999999999247;
0.64;0.2898149193635572;0.009999999999999247;
0.65;0.29321040670172577;0.009999999999999247;
0.66;0.29669388181650025;0.009999999999999247;
0.67;0.3001476272729676;0.009999999999999247;
0.68;0.3035887601471229;0.009999999999999247;
0.6900000000000001;0.3070067699537059;0.009999999999999247;
0.7000000000000001;0.3103629180470438;0.009999999999999247;
0.71;0.31369954666775585;0.009999999999999247;
0.72;0.3170064456301607;0.009999999999999247;
0.73;0.32032085208203714;0.009999999999999247;
0.74;0.32362414744949575;0.009999999999999247;
0.75;0.3269499652853688;0.009999999999999247;
0.76;0.3302559633490371;0.009999999999999247;
0.77;0.33343493469084773;0.009999999999999247;
0.78;0.33667636834506115;0.009999999999999247;
0.79;0.33996855262810194;0.009999999999999247;
0.8;0.3431853617168489;0.009999999999999247;
0.81;0.34637634504181386;0.009999999999999247;
0.8200000000000001;0.34961207300402897;0.009999999999999247;
0.8300000000000001;0.352734287725435;0.009999999999999247;
0.84;0.35588503090683277;0.009999999999999247;
0.85;0.35900214053539825;0.009999999999999247;
0.86;0.3621300609488027;0.009999999999999247;
0.87;0.3652198433156919;0.009999999999999247;
0.88;0.3682934095053227;0.009999999999999247;
0.89;0.37135616491011453;0.009999999999999247;
0.9;0.3743669684877636;0.009999999999999247;
0.91;0.3774078020232986;0.009999999999999247;
0.92;0.38045644334788403;0.009999999999999247;
0.93;0.38351679635604496;0.009999999999999247;
0.9400000000000001;0.3865128852543299;0.009999999999999247;
0.9500000000000001;0.3895197849374538;0.009999999999999247;
0.96;0.3924591172153342;0.009999999999999247;
0.97;0.39538944050584884;0.009999999999999247;
0.98;0.3983290730833081;0.009999999999999247;
0.99;0.4012482852894049;0.009999999999999247;
1.0;0.4041924223605471;0.009999999999999247;
1.01;0.407096319288122;0.009999999999999247;
1.02;0.40992634251929744;0.009999999999999247;
1.03;0.4127872966070954;0.009999999999999247;
1.04;0.4156095120492205;0.009999999999999247;
1.05;0.41845575145765435;0.009999999999999247;
1.06;0.4212983872711419;0.009999999999999247;
1.07;0.4241683503463057;0.009999999999999247;
1.08;0.4269488241469692;0.009999999999999247;
1.09;0.42978995846256246;0.009999999999999247;
1.1;0.4326169786979493;0.009999999999999247;
1.11;0.43534219737610264;0.009999999999999247;
1.12;0.43811846698266216;0.009999999999999247;
1.1300000000000001;0.44088152340775183;0.009999999999999247;
1.1400000000000001;0.4435908262082256;0.009999999999999247;
1.1500000000000001;0.44631033919438057;0.009999999999999247;
1.16;0.44899982222264956;0.009999999999999247;
1.17;0.4517181340104891;0.009999999999999247;
