time;density
1.01;0.14281428142814298;
1.02;0.1449144914491451;
1.03;0.1461146114611463;
1.04;0.1476147614761478;
1.05;0.1482148214821484;
1.06;0.1491149114911493;
1.07;0.1503150315031505;
1.08;0.1515151515151517;
1.09;0.15211521152115232;
1.1;0.15361536153615382;
1.11;0.15391539153915412;
1.12;0.15511551155115533;
1.1300000000000001;0.15721572157215744;
1.1400000000000001;0.15811581158115834;
1.1500000000000001;0.16021602160216045;
1.16;0.16081608160816105;
1.17;0.16141614161416165;
1.18;0.16201620162016225;
1.19;0.16231623162316255;
1.2;0.16321632163216346;
1.21;0.16381638163816406;
1.22;0.16411641164116436;
1.23;0.16531653165316557;
1.24;0.16771677167716798;
1.25;0.16861686168616888;
1.26;0.16951695169516978;
1.27;0.170717071707171;
1.28;0.1719171917191722;
1.29;0.1728172817281731;
1.3;0.1749174917491752;
1.31;0.1764176417641767;
1.32;0.1773177317731776;
1.33;0.1776177617761779;
1.34;0.17821782178217851;
1.35;0.17911791179117942;
1.36;0.17941794179417972;
1.37;0.18091809180918123;
1.3800000000000001;0.18241824182418273;
1.3900000000000001;0.18241824182418273;
1.4000000000000001;0.18361836183618394;
1.41;0.18541854185418574;
1.42;0.18751875187518785;
1.43;0.18901890189018936;
1.44;0.18901890189018936;
1.45;0.18991899189919026;
1.46;0.19081908190819116;
1.47;0.19231923192319267;
1.48;0.19351935193519387;
1.49;0.19441944194419478;
1.5;0.19531953195319568;
1.51;0.19651965196519688;
1.52;0.1980198019801984;
1.53;0.1995199519951999;
1.54;0.2007200720072011;
1.55;0.2013201320132017;
1.56;0.2022202220222026;
1.57;0.20462046204620501;
1.58;0.20702070207020742;
1.59;0.20912091209120953;
1.6;0.21092109210921134;
1.61;0.21242124212421284;
1.62;0.21392139213921435;
1.6300000000000001;0.21482148214821525;
1.6400000000000001;0.21572157215721616;
1.6500000000000001;0.21632163216321676;
1.6600000000000001;0.21632163216321676;
1.67;0.21692169216921736;
1.68;0.21812181218121857;
1.69;0.21932193219321977;
1.7;0.22022202220222067;
1.71;0.22112211221122158;
1.72;0.22142214221422188;
1.73;0.22202220222022248;
1.74;0.2238223822382243;
1.75;0.2247224722472252;
1.76;0.2253225322532258;
1.77;0.2268226822682273;
1.78;0.2274227422742279;
1.79;0.2286228622862291;
1.8;0.23072307230723121;
1.81;0.23252325232523302;
1.82;0.23312331233123362;
1.83;0.23402340234023453;
1.84;0.23522352235223573;
1.85;0.23762376237623814;
1.86;0.23822382238223874;
1.87;0.23882388238823934;
1.8800000000000001;0.24032403240324085;
1.8900000000000001;0.24062406240624115;
1.9000000000000001;0.24302430243024356;
1.9100000000000001;0.24392439243924446;
1.92;0.24422442244224477;
1.93;0.24572457245724627;
1.94;0.24752475247524808;
1.95;0.24842484248424898;
1.96;0.2511251125112517;
1.97;0.2517251725172523;
1.98;0.2517251725172523;
1.99;0.25202520252025257;
2.0;0.25352535253525404;
2.0100000000000002;0.2544254425442549;
2.02;0.2556255625562561;
2.0300000000000002;0.2577257725772582;
2.04;0.2583258325832588;
2.05;0.2598259825982603;
2.06;0.26072607260726116;
2.07;0.26102610261026143;
2.08;0.2619261926192623;
2.09;0.2625262526252629;
2.1;0.2631263126312635;
2.11;0.2643264326432647;
2.12;0.2655265526552659;
2.13;0.2661266126612665;
2.14;0.26732673267326773;
2.15;0.26972697269727014;
2.16;0.2712271227122716;
2.17;0.2730273027302734;
2.18;0.27542754275427583;
2.19;0.2763276327632767;
2.2;0.2781278127812785;
2.21;0.2790279027902794;
2.22;0.2808280828082812;
2.23;0.2820282028202824;
2.24;0.2820282028202824;
2.25;0.282628262826283;
2.2600000000000002;0.2832283228322836;
2.27;0.2841284128412845;
2.2800000000000002;0.2859285928592863;
2.29;0.2859285928592863;
2.3000000000000003;0.28682868286828717;
2.31;0.28772877287728804;
2.32;0.28832883288328864;
2.33;0.29012901290129045;
2.34;0.2910291029102913;
2.35;0.29282928292829313;
2.36;0.29402940294029434;
2.37;0.2955295529552958;
2.38;0.2958295829582961;
2.39;0.2970297029702973;
2.4;0.2976297629762979;
2.41;0.29852985298529877;
2.42;0.29942994299429965;
2.43;0.30003000300030025;
2.44;0.3009300930093011;
2.45;0.301830183018302;
2.46;0.3033303330333035;
2.47;0.30483048304830496;
2.48;0.30693069306930704;
2.49;0.3072307230723073;
2.5;0.3093309330933094;
2.5100000000000002;0.30963096309630966;
2.52;0.31053105310531054;
2.5300000000000002;0.31053105310531054;
2.54;0.3108310831083108;
2.5500000000000003;0.3117311731173117;
2.56;0.3135313531353135;
2.57;0.31443144314431437;
2.58;0.31593159315931585;
2.59;0.31803180318031793;
2.6;0.31923192319231913;
2.61;0.32103210321032094;
2.62;0.3225322532253224;
2.63;0.3234323432343233;
2.64;0.3246324632463245;
2.65;0.3255325532553254;
2.66;0.326132613261326;
2.67;0.32643264326432625;
2.68;0.3273327332733271;
2.69;0.32793279327932773;
2.7;0.32853285328532833;
2.71;0.3288328832883286;
2.72;0.3303330333033301;
2.73;0.33183318331833156;
2.74;0.33303330333033276;
2.75;0.33303330333033276;
2.7600000000000002;0.33363336333633337;
2.77;0.33453345334533424;
2.7800000000000002;0.33573357335733545;
2.79;0.3372337233723369;
2.8000000000000003;0.33903390339033873;
2.81;0.3417341734173414;
2.82;0.3432343234323429;
2.83;0.3450345034503447;
2.84;0.3462346234623459;
2.85;0.3474347434743471;
2.86;0.3477347734773474;
2.87;0.3489348934893486;
2.88;0.34983498349834946;
2.89;0.35073507350735034;
2.9;0.35133513351335094;
2.91;0.35193519351935154;
2.92;0.3528352835283524;
2.93;0.3531353135313527;
2.94;0.35343534353435296;
2.95;0.35373537353735324;
2.96;0.35493549354935444;
2.97;0.3552355235523547;
2.98;0.355535553555355;
2.99;0.35703570357035647;
3.0;0.35793579357935734;
3.0100000000000002;0.3588358835883582;
3.02;0.3597359735973591;
3.0300000000000002;0.36063606360635997;
3.04;0.36153615361536084;
3.0500000000000003;0.36213621362136145;
3.06;0.36333633363336265;
3.0700000000000003;0.36483648364836413;
3.08;0.36603660366036533;
3.09;0.36663666366636594;
3.1;0.3675367536753668;
3.11;0.3675367536753668;
3.12;0.3684368436843677;
3.13;0.36933693369336856;
3.14;0.37023702370236944;
3.15;0.37083708370837004;
3.16;0.3723372337233715;
3.17;0.3729372937293721;
3.18;0.373837383738373;
3.19;0.3744374437443736;
3.2;0.3750375037503742;
3.21;0.3756375637563748;
3.22;0.3762376237623754;
3.23;0.3765376537653757;
3.24;0.3777377737773769;
3.25;0.37863786378637776;
3.2600000000000002;0.37923792379237836;
3.27;0.38013801380137924;
3.2800000000000002;0.3804380438043795;
3.29;0.3807380738073798;
3.3000000000000003;0.38223822382238126;
3.31;0.38283828382838186;
3.3200000000000003;0.38343834383438247;
3.33;0.38433843384338334;
3.34;0.3858385838583848;
3.35;0.3873387338733863;
3.36;0.3897389738973887;
3.37;0.3903390339033893;
3.38;0.3912391239123902;
3.39;0.3918391839183908;
3.4;0.3924392439243914;
3.41;0.39333933393339227;
3.42;0.39453945394539347;
3.43;0.3951395139513941;
3.44;0.3951395139513941;
3.45;0.39603960396039495;
3.46;0.39663966396639555;
3.47;0.39783978397839675;
3.48;0.39873987398739763;
3.49;0.39933993399339823;
3.5;0.39993999399939884;
3.5100000000000002;0.4002400240023991;
3.52;0.4017401740174006;
3.5300000000000002;0.40264026402640146;
3.54;0.40264026402640146;
3.5500000000000003;0.40324032403240206;
3.56;0.40444044404440327;
3.5700000000000003;0.4056405640564045;
3.58;0.40594059405940475;
3.59;0.40654065406540535;
3.6;0.4074407440744062;
3.61;0.40864086408640743;
3.62;0.4089408940894077;
3.63;0.409240924092408;
3.64;0.4098409840984086;
3.65;0.41014101410140885;
3.66;0.4110411041104097;
3.67;0.41164116411641033;
3.68;0.4131413141314118;
3.69;0.4140414041404127;
3.7;0.41554155415541416;
3.71;0.41584158415841443;
3.72;0.4167416741674153;
3.73;0.4176417641764162;
3.74;0.41794179417941646;
3.75;0.41794179417941646;
3.7600000000000002;0.41854185418541706;
3.77;0.41944194419441794;
3.7800000000000002;0.42004200420041854;
3.79;0.42064206420641914;
3.8000000000000003;0.42124212421241974;
3.81;0.42184218421842035;
3.8200000000000003;0.42244224422442095;
3.83;0.42304230423042155;
3.84;0.42364236423642215;
3.85;0.42424242424242276;
3.86;0.42454245424542303;
3.87;0.42514251425142363;
3.88;0.4260426042604245;
3.89;0.4266426642664251;
3.9;0.4272427242724257;
3.91;0.4278427842784263;
3.92;0.4299429942994284;
3.93;0.430543054305429;
3.94;0.4317431743174302;
3.95;0.4317431743174302;
3.96;0.4326432643264311;
3.97;0.4338433843384323;
3.98;0.4344434443444329;
3.99;0.43474347434743316;
4.0;0.43534353435343376;
4.01;0.43624362436243463;
4.0200000000000005;0.43684368436843524;
4.03;0.4371437143714355;
4.04;0.438643864386437;
4.05;0.43954395439543786;
4.0600000000000005;0.44044404440443874;
4.07;0.44104410441043934;
4.08;0.4419441944194402;
4.09;0.4431443144314414;
4.1;0.4443444344434426;
4.11;0.44554455445544383;
4.12;0.4464446444644447;
4.13;0.4473447344734456;
4.14;0.4479447944794462;
4.15;0.4485448544854468;
4.16;0.4491449144914474;
4.17;0.44944494449444766;
4.18;0.44974497449744794;
4.19;0.45184518451845;
4.2;0.4521452145214503;
4.21;0.45304530453045117;
4.22;0.45364536453645177;
4.23;0.45424542454245237;
4.24;0.4560456045604542;
4.25;0.4566456645664548;
4.26;0.4572457245724554;
4.2700000000000005;0.45754575457545565;
4.28;0.45844584458445653;
4.29;0.45964596459645773;
4.3;0.459945994599458;
4.3100000000000005;0.4620462046204601;
4.32;0.46294629462946096;
4.33;0.46354635463546157;
4.34;0.46354635463546157;
4.3500000000000005;0.46384638463846184;
4.36;0.46504650465046304;
4.37;0.4665466546654645;
4.38;0.4671467146714651;
4.39;0.468046804680466;
4.4;0.4695469546954675;
4.41;0.4695469546954675;
4.42;0.47044704470446835;
4.43;0.4707470747074686;
4.44;0.47134713471346923;
4.45;0.47194719471946983;
4.46;0.47314731473147104;
4.47;0.4734473447344713;
4.48;0.4743474347434722;
4.49;0.47524752475247306;
4.5;0.47614761476147394;
4.51;0.47674767476747454;
4.5200000000000005;0.47794779477947574;
4.53;0.478247824782476;
4.54;0.4791479147914769;
4.55;0.47944794479447717;
4.5600000000000005;0.48094809480947864;
4.57;0.48094809480947864;
4.58;0.4812481248124789;
4.59;0.4824482448244801;
4.6000000000000005;0.4836483648364813;
4.61;0.4839483948394816;
4.62;0.4848484848484825;
4.63;0.4860486048604837;
4.64;0.48694869486948456;
4.65;0.48724872487248483;
4.66;0.4881488148814857;
4.67;0.4881488148814857;
4.68;0.4887488748874863;
4.69;0.4899489948994875;
4.7;0.4902490249024878;
4.71;0.4920492049204896;
4.72;0.49234923492348986;
4.73;0.49294929492949047;
4.74;0.49414941494149167;
4.75;0.49504950495049255;
4.76;0.4953495349534928;
4.7700000000000005;0.496549654965494;
4.78;0.4971497149714946;
4.79;0.49774977497749523;
4.8;0.49774977497749523;
4.8100000000000005;0.4986498649864961;
4.82;0.4992499249924967;
4.83;0.4992499249924967;
4.84;0.4998499849984973;
4.8500000000000005;0.4998499849984973;
4.86;0.5010501050104985;
4.87;0.5022502250224997;
4.88;0.5028502850285003;
4.89;0.5028502850285003;
4.9;0.5037503750375012;
4.91;0.5043504350435017;
4.92;0.5049504950495023;
4.93;0.5052505250525026;
4.94;0.5058505850585031;
4.95;0.5064506450645037;
4.96;0.5073507350735046;
4.97;0.5082508250825055;
4.98;0.5085508550855058;
4.99;0.5085508550855058;
5.0;0.509750975097507;
5.01;0.5109510951095082;
5.0200000000000005;0.5112511251125085;
5.03;0.5115511551155087;
5.04;0.5121512151215093;
5.05;0.5133513351335105;
5.0600000000000005;0.5136513651365108;
5.07;0.5142514251425113;
5.08;0.5145514551455116;
5.09;0.5154515451545125;
5.1000000000000005;0.5160516051605131;
5.11;0.516951695169514;
5.12;0.5175517551755145;
5.13;0.5178517851785148;
5.14;0.5181518151815151;
5.15;0.5184518451845154;
5.16;0.5193519351935163;
5.17;0.5208520852085178;
5.18;0.5214521452145183;
5.19;0.5226522652265195;
5.2;0.5226522652265195;
5.21;0.5235523552355205;
5.22;0.524152415241521;
5.23;0.5250525052505219;
5.24;0.5256525652565225;
5.25;0.5259525952595228;
5.26;0.5268526852685237;
5.2700000000000005;0.527152715271524;
5.28;0.5274527452745242;
5.29;0.5286528652865254;
5.3;0.5286528652865254;
5.3100000000000005;0.5289528952895257;
5.32;0.5304530453045272;
5.33;0.5310531053105277;
5.34;0.5316531653165283;
5.3500000000000005;0.5325532553255292;
5.36;0.5334533453345301;
5.37;0.5343534353435311;
5.38;0.5346534653465314;
5.39;0.5352535253525319;
5.4;0.5364536453645331;
5.41;0.5364536453645331;
5.42;0.5367536753675334;
5.43;0.5382538253825349;
5.44;0.5391539153915358;
5.45;0.5394539453945361;
5.46;0.5400540054005366;
5.47;0.5403540354035369;
5.48;0.5409540954095374;
5.49;0.5418541854185384;
5.5;0.5421542154215386;
5.51;0.5424542454245389;
5.5200000000000005;0.5427542754275392;
5.53;0.5430543054305395;
5.54;0.5430543054305395;
5.55;0.5433543354335397;
5.5600000000000005;0.5442544254425407;
5.57;0.5448544854485412;
5.58;0.5460546054605424;
5.59;0.5469546954695433;
5.6000000000000005;0.5478547854785443;
5.61;0.5481548154815445;
5.62;0.5487548754875451;
5.63;0.5493549354935456;
5.64;0.5493549354935456;
5.65;0.5502550255025466;
5.66;0.5502550255025466;
5.67;0.5502550255025466;
5.68;0.5505550555055468;
5.69;0.5514551455145478;
5.7;0.5520552055205483;
5.71;0.5529552955295493;
5.72;0.5538553855385502;
5.73;0.5547554755475511;
5.74;0.555655565556552;
5.75;0.5568556855685532;
5.76;0.5571557155715535;
5.7700000000000005;0.5577557755775541;
5.78;0.558655865586555;
5.79;0.5589558955895553;
5.8;0.5589558955895553;
5.8100000000000005;0.5598559855985562;
5.82;0.5604560456045568;
5.83;0.5604560456045568;
5.84;0.5613561356135577;
5.8500000000000005;0.5619561956195582;
5.86;0.5619561956195582;
5.87;0.5625562556255588;
5.88;0.5631563156315593;
5.89;0.5631563156315593;
5.9;0.5643564356435605;
5.91;0.5646564656465608;
5.92;0.5646564656465608;
5.93;0.5646564656465608;
5.94;0.5649564956495611;
5.95;0.565856585658562;
5.96;0.5673567356735635;
5.97;0.567956795679564;
5.98;0.5694569456945655;
5.99;0.5697569756975658;
6.0;0.5697569756975658;
6.01;0.5706570657065667;
6.0200000000000005;0.570957095709567;
6.03;0.5727572757275687;
6.04;0.5733573357335693;
6.05;0.5739573957395698;
6.0600000000000005;0.5745574557455704;
6.07;0.5751575157515709;
6.08;0.5757575757575715;
6.09;0.5760576057605717;
6.1000000000000005;0.576357635763572;
6.11;0.5766576657665723;
6.12;0.5775577557755732;
6.13;0.5790579057905747;
6.140000000000001;0.5796579657965752;
6.15;0.5796579657965752;
6.16;0.5796579657965752;
6.17;0.5799579957995755;
6.18;0.5802580258025758;
6.19;0.5802580258025758;
6.2;0.5808580858085763;
6.21;0.5814581458145769;
6.22;0.5820582058205774;
6.23;0.5823582358235777;
6.24;0.5823582358235777;
6.25;0.5823582358235777;
6.26;0.5832583258325786;
6.2700000000000005;0.5844584458445798;
6.28;0.5847584758475801;
6.29;0.5853585358535807;
6.3;0.5856585658565809;
6.3100000000000005;0.5865586558655819;
6.32;0.5865586558655819;
6.33;0.5865586558655819;
6.34;0.5865586558655819;
6.3500000000000005;0.5874587458745828;
6.36;0.5877587758775831;
6.37;0.5880588058805833;
6.38;0.5883588358835836;
6.390000000000001;0.5886588658865839;
6.4;0.5886588658865839;
6.41;0.5895589558955848;
6.42;0.5898589858985851;
6.43;0.5904590459045856;
6.44;0.5910591059105862;
6.45;0.5919591959195871;
6.46;0.5922592259225874;
6.47;0.5928592859285879;
6.48;0.5928592859285879;
6.49;0.5928592859285879;
6.5;0.5949594959495901;
6.51;0.5952595259525904;
6.5200000000000005;0.5952595259525904;
6.53;0.5955595559555906;
6.54;0.5964596459645916;
6.55;0.5970597059705921;
6.5600000000000005;0.5970597059705921;
6.57;0.5976597659765926;
6.58;0.5976597659765926;
6.59;0.5982598259825932;
6.6000000000000005;0.5991599159915941;
6.61;0.6009600960095959;
6.62;0.6012601260125962;
6.63;0.6018601860185967;
6.640000000000001;0.6018601860185967;
6.65;0.602160216021597;
6.66;0.6024602460245972;
6.67;0.6027602760275975;
6.68;0.6027602760275975;
6.69;0.6027602760275975;
6.7;0.6030603060305978;
6.71;0.6033603360335981;
6.72;0.6045604560455993;
6.73;0.6060606060606007;
6.74;0.607260726072602;
6.75;0.6075607560756022;
6.76;0.6081608160816028;
6.7700000000000005;0.608460846084603;
6.78;0.6087608760876033;
6.79;0.6087608760876033;
6.8;0.6099609960996045;
6.8100000000000005;0.6099609960996045;
6.82;0.6099609960996045;
6.83;0.6102610261026048;
6.84;0.6102610261026048;
6.8500000000000005;0.6108610861086053;
6.86;0.6108610861086053;
6.87;0.6117611761176063;
6.88;0.6123612361236068;
6.890000000000001;0.6126612661266071;
6.9;0.6132613261326076;
6.91;0.6138613861386082;
6.92;0.6150615061506094;
6.93;0.6156615661566099;
6.94;0.6159615961596102;
6.95;0.6162616261626105;
6.96;0.6165616561656108;
6.97;0.6180618061806122;
6.98;0.6186618661866128;
6.99;0.6189618961896131;
7.0;0.619861986198614;
7.01;0.6204620462046145;
7.0200000000000005;0.6207620762076148;
7.03;0.6210621062106151;
7.04;0.6213621362136154;
7.05;0.6213621362136154;
7.0600000000000005;0.6216621662166156;
7.07;0.6222622262226162;
7.08;0.6225622562256165;
7.09;0.6225622562256165;
7.1000000000000005;0.6225622562256165;
7.11;0.6228622862286167;
7.12;0.6228622862286167;
7.13;0.623162316231617;
7.140000000000001;0.6240624062406179;
7.15;0.6240624062406179;
7.16;0.6243624362436182;
7.17;0.6249624962496187;
7.18;0.6255625562556193;
7.19;0.6261626162616198;
7.2;0.6270627062706208;
7.21;0.627362736273621;
7.22;0.6276627662766213;
7.23;0.6279627962796216;
7.24;0.6285628562856221;
7.25;0.6294629462946231;
7.26;0.6300630063006236;
7.2700000000000005;0.6303630363036239;
7.28;0.6312631263126248;
7.29;0.6315631563156251;
7.3;0.6318631863186254;
7.3100000000000005;0.6327632763276263;
7.32;0.6333633363336268;
7.33;0.6336633663366271;
7.34;0.634563456345628;
7.3500000000000005;0.6357635763576293;
7.36;0.6360636063606295;
7.37;0.6363636363636298;
7.38;0.6366636663666301;
7.390000000000001;0.6366636663666301;
7.4;0.637563756375631;
7.41;0.6378637863786313;
7.42;0.6378637863786313;
7.43;0.6381638163816316;
7.44;0.6387638763876321;
7.45;0.6390639063906324;
7.46;0.6396639663966329;
7.47;0.6396639663966329;
7.48;0.6399639963996332;
7.49;0.6402640264026335;
7.5;0.640864086408634;
7.51;0.640864086408634;
7.5200000000000005;0.641764176417635;
7.53;0.6426642664266359;
7.54;0.6432643264326364;
7.55;0.6441644164416374;
7.5600000000000005;0.6447644764476379;
7.57;0.6447644764476379;
7.58;0.6450645064506382;
7.59;0.6456645664566387;
7.6000000000000005;0.6468646864686399;
7.61;0.6474647464746405;
7.62;0.6486648664866417;
7.63;0.6492649264926422;
7.640000000000001;0.6495649564956425;
7.65;0.6498649864986428;
7.66;0.650165016501643;
7.67;0.6513651365136442;
7.68;0.6525652565256455;
7.69;0.6528652865286457;
7.7;0.6534653465346463;
7.71;0.6540654065406468;
7.72;0.6540654065406468;
7.73;0.6543654365436471;
7.74;0.6543654365436471;
7.75;0.655265526552648;
7.76;0.655265526552648;
7.7700000000000005;0.656165616561649;
7.78;0.656165616561649;
7.79;0.656165616561649;
7.8;0.6570657065706499;
7.8100000000000005;0.6576657665766504;
7.82;0.658265826582651;
7.83;0.6603660366036531;
7.84;0.6606660666066534;
7.8500000000000005;0.6609660966096537;
7.86;0.6615661566156542;
7.87;0.6621662166216548;
7.88;0.6630663066306557;
7.890000000000001;0.6636663666366562;
7.9;0.6636663666366562;
7.91;0.6639663966396565;
7.92;0.6639663966396565;
7.930000000000001;0.664566456645657;
7.94;0.6648664866486573;
7.95;0.6654665466546579;
7.96;0.6669666966696594;
7.97;0.6678667866786603;
7.98;0.6684668466846608;
7.99;0.6690669066906614;
8.0;0.6705670567056629;
8.01;0.6717671767176641;
8.02;0.672667266726665;
8.03;0.672667266726665;
8.040000000000001;0.6732673267326655;
8.05;0.6738673867386661;
8.06;0.674767476747667;
8.07;0.6759675967596682;
8.08;0.6765676567656688;
8.09;0.6765676567656688;
8.1;0.676867686768669;
8.11;0.6771677167716693;
8.120000000000001;0.6780678067806702;
8.13;0.6783678367836705;
8.14;0.6783678367836705;
8.15;0.6786678667866708;
8.16;0.6792679267926713;
8.17;0.6798679867986719;
8.18;0.6801680168016722;
8.19;0.6801680168016722;
8.2;0.6807680768076727;
8.21;0.6807680768076727;
8.22;0.681068106810673;
8.23;0.6813681368136733;
8.24;0.6816681668166735;
8.25;0.6819681968196738;
8.26;0.6822682268226741;
8.27;0.6825682568256743;
8.28;0.6831683168316749;
8.290000000000001;0.6837683768376754;
8.3;0.6840684068406757;
8.31;0.6840684068406757;
8.32;0.6840684068406757;
8.33;0.684368436843676;
8.34;0.6849684968496765;
8.35;0.6849684968496765;
8.36;0.6855685568556771;
8.370000000000001;0.6855685568556771;
8.38;0.686468646864678;
8.39;0.686468646864678;
8.4;0.6870687068706786;
8.41;0.6876687668766791;
8.42;0.6876687668766791;
8.43;0.6879687968796794;
8.44;0.6888688868886803;
8.45;0.6891689168916806;
8.46;0.6894689468946809;
8.47;0.6897689768976811;
8.48;0.6903690369036817;
8.49;0.6903690369036817;
8.5;0.6912691269126826;
8.51;0.6912691269126826;
8.52;0.6915691569156829;
8.53;0.6918691869186832;
8.540000000000001;0.6918691869186832;
8.55;0.6921692169216834;
8.56;0.6921692169216834;
8.57;0.6930693069306844;
8.58;0.6936693669366849;
8.59;0.6945694569456858;
8.6;0.6954695469546868;
8.61;0.6960696069606873;
8.620000000000001;0.6963696369636876;
8.63;0.6969696969696881;
8.64;0.6972697269726884;
8.65;0.6975697569756887;
8.66;0.6975697569756887;
8.67;0.6981698169816892;
8.68;0.6990699069906902;
8.69;0.6996699669966907;
8.700000000000001;0.7008700870086919;
8.71;0.7011701170116922;
8.72;0.7020702070206931;
8.73;0.7020702070206931;
8.74;0.7023702370236934;
8.75;0.7032703270326943;
8.76;0.7041704170416953;
8.77;0.7041704170416953;
8.78;0.7053705370536965;
8.790000000000001;0.7056705670566967;
8.8;0.7056705670566967;
8.81;0.7062706270626973;
8.82;0.7062706270626973;
8.83;0.7068706870686978;
8.84;0.7083708370836993;
8.85;0.7089708970896998;
8.86;0.7098709870987008;
8.870000000000001;0.7098709870987008;
8.88;0.7104710471047013;
8.89;0.7107710771077016;
8.9;0.7113711371137021;
8.91;0.7119711971197027;
8.92;0.7119711971197027;
8.93;0.7125712571257032;
8.94;0.7131713171317038;
8.950000000000001;0.7137713771377043;
8.96;0.7149714971497055;
8.97;0.7155715571557061;
8.98;0.716471647164707;
8.99;0.7167716771677073;
9.0;0.7173717371737078;
9.01;0.7173717371737078;
9.02;0.7176717671767081;
9.03;0.7176717671767081;
9.040000000000001;0.7179717971797084;
9.05;0.7179717971797084;
9.06;0.7185718571857089;
9.07;0.7191719171917095;
9.08;0.7194719471947097;
9.09;0.7200720072007103;
9.1;0.7206720672067108;
9.11;0.7206720672067108;
9.120000000000001;0.7209720972097111;
9.13;0.7209720972097111;
9.14;0.7212721272127114;
9.15;0.7212721272127114;
9.16;0.7221722172217123;
9.17;0.7230723072307133;
9.18;0.7230723072307133;
9.19;0.7239723972397142;
9.200000000000001;0.7242724272427145;
9.21;0.7245724572457147;
9.22;0.724872487248715;
9.23;0.7254725472547155;
9.24;0.7263726372637165;
9.25;0.7266726672667168;
9.26;0.726972697269717;
9.27;0.727872787278718;
9.28;0.7281728172817182;
9.290000000000001;0.7281728172817182;
9.3;0.7284728472847185;
9.31;0.7287728772877188;
9.32;0.7287728772877188;
9.33;0.7293729372937193;
9.34;0.7296729672967196;
9.35;0.7299729972997199;
9.36;0.7299729972997199;
9.370000000000001;0.7302730273027201;
9.38;0.7308730873087207;
9.39;0.7317731773177216;
9.4;0.7323732373237222;
9.41;0.7323732373237222;
9.42;0.7332733273327231;
9.43;0.7335733573357234;
9.44;0.7341734173417239;
9.450000000000001;0.7341734173417239;
9.46;0.7344734473447242;
9.47;0.7350735073507247;
9.48;0.735373537353725;
9.49;0.735373537353725;
9.5;0.735373537353725;
9.51;0.7356735673567253;
9.52;0.7359735973597256;
9.53;0.7362736273627258;
9.540000000000001;0.7368736873687264;
9.55;0.7368736873687264;
9.56;0.7368736873687264;
9.57;0.7374737473747269;
9.58;0.7377737773777272;
9.59;0.7383738373837277;
9.6;0.738673867386728;
