time;density;r4
0.0;0.0387038703870387;0.13999999999999924;
0.5;0.10711071107110712;0.13999999999999924;
1.0;0.16861686168616863;0.13999999999999924;
1.5;0.22952295229522954;0.13999999999999924;
2.0;0.28682868286828683;0.13999999999999924;
2.5;0.3345334533453345;0.13999999999999924;
3.0;0.384038403840384;0.13999999999999924;
3.5;0.4248424842484248;0.13999999999999924;
4.0;0.4635463546354635;0.13999999999999924;
4.5;0.5013501350135013;0.13999999999999924;
5.0;0.5391539153915391;0.13999999999999924;
5.5;0.5691569156915691;0.13999999999999924;
6.0;0.5946594659465946;0.13999999999999924;
6.5;0.6249624962496249;0.13999999999999924;
7.0;0.6474647464746474;0.13999999999999924;
7.5;0.6714671467146713;0.13999999999999924;
8.0;0.6954695469546953;0.13999999999999924;
8.5;0.7167716771677166;0.13999999999999924;
9.0;0.735073507350735;0.13999999999999924;
9.5;0.7536753675367536;0.13999999999999924;
10.0;0.7707770777077707;0.13999999999999924;
10.5;0.783978397839784;0.13999999999999924;
11.0;0.7971797179717972;0.13999999999999924;
11.5;0.8106810681068107;0.13999999999999924;
12.0;0.8223822382238224;0.13999999999999924;
12.5;0.8370837083708371;0.13999999999999924;
13.0;0.8514851485148516;0.13999999999999924;
13.5;0.8613861386138615;0.13999999999999924;
14.0;0.867986798679868;0.13999999999999924;
14.5;0.8775877587758777;0.13999999999999924;
15.0;0.8847884788478849;0.13999999999999924;
15.5;0.8916891689168919;0.13999999999999924;
16.0;0.8982898289828984;0.13999999999999924;
16.5;0.9045904590459047;0.13999999999999924;
17.0;0.9111911191119113;0.13999999999999924;
17.5;0.9159915991599161;0.13999999999999924;
18.0;0.9204920492049207;0.13999999999999924;
18.5;0.9252925292529255;0.13999999999999924;
19.0;0.9315931593159318;0.13999999999999924;
19.5;0.9366936693669369;0.13999999999999924;
20.0;0.9423942394239426;0.13999999999999924;
20.5;0.9471947194719474;0.13999999999999924;
21.0;0.9507950795079511;0.13999999999999924;
21.5;0.9528952895289532;0.13999999999999924;
22.0;0.9549954995499553;0.13999999999999924;
22.5;0.957695769576958;0.13999999999999924;
23.0;0.9603960396039607;0.13999999999999924;
23.5;0.963696369636964;0.13999999999999924;
24.0;0.9648964896489652;0.13999999999999924;
24.5;0.9687968796879691;0.13999999999999924;
25.0;0.9705970597059709;0.13999999999999924;
25.5;0.9717971797179721;0.13999999999999924;
26.0;0.9741974197419745;0.13999999999999924;
26.5;0.9753975397539757;0.13999999999999924;
27.0;0.9762976297629766;0.13999999999999924;
27.5;0.9771977197719776;0.13999999999999924;
28.0;0.9789978997899793;0.13999999999999924;
28.5;0.9792979297929796;0.13999999999999924;
29.0;0.9813981398139817;0.13999999999999924;
29.5;0.9825982598259829;0.13999999999999924;
30.0;0.9834983498349839;0.13999999999999924;
30.5;0.985598559855986;0.13999999999999924;
31.0;0.9867986798679872;0.13999999999999924;
31.5;0.9870987098709875;0.13999999999999924;
32.0;0.9873987398739877;0.13999999999999924;
32.5;0.988598859885989;0.13999999999999924;
33.0;0.9891989198919895;0.13999999999999924;
